UniqueCarrier,FlightNum,Year,Month,DayofMonth,Origin,Dest,Distance
XE,2731,2011,3,24,IAH,SHV,192
WN,1403,2011,12,6,HOU,PHX,1020
OO,5802,2011,7,29,IAH,ATL,689
CO,1832,2011,3,1,IAH,LGA,1416
XE,2010,2011,1,11,IAH,SDF,788
OO,1131,2011,7,29,IAH,PIT,1117
CO,1551,2011,7,21,IAH,IND,844
CO,1559,2011,9,19,IAH,PIT,1117
CO,220,2011,5,14,IAH,PHX,1009
CO,863,2011,7,29,IAH,LAS,1222
XE,4151,2011,12,12,IAH,LEX,828
FL,286,2011,3,21,HOU,ATL,696
CO,1718,2011,1,29,IAH,SAT,191
OO,1156,2011,5,13,IAH,PHX,1009
CO,209,2011,5,28,IAH,PDX,1825
OO,2028,2011,8,16,IAH,OMA,781
WN,3639,2011,7,23,HOU,CRP,187
WN,1653,2011,10,12,HOU,ABQ,759
XE,2597,2011,9,3,IAH,SAV,851
CO,397,2011,5,16,IAH,LAS,1222
OO,5190,2011,12,14,IAH,CMH,986
XE,2473,2011,8,23,IAH,MOB,427
XE,2907,2011,5,26,IAH,LFT,201
OO,1193,2011,4,5,IAH,TUS,936
XE,2472,2011,3,4,IAH,JAX,817
XE,2496,2011,2,13,IAH,SDF,788
FL,290,2011,4,22,HOU,ATL,696
OO,5440,2011,12,21,IAH,ASE,913
CO,1535,2011,7,14,IAH,BWI,1235
WN,1016,2011,1,12,HOU,MDW,937
WN,34,2011,7,29,HOU,DAL,239
CO,1649,2011,9,16,IAH,SNA,1346
WN,395,2011,5,1,HOU,STL,687
XE,3105,2011,2,4,IAH,LIT,374
WN,376,2011,7,6,HOU,FLL,957
CO,658,2011,2,23,IAH,DCA,1208
CO,1814,2011,8,3,IAH,LAS,1222
OO,1142,2011,2,10,IAH,SLC,1195
OO,5836,2011,2,18,IAH,PIT,1117
CO,1116,2011,10,14,IAH,DCA,1208
XE,2811,2011,3,1,IAH,MOB,427
OO,5806,2011,7,25,IAH,ATL,689
CO,1877,2011,8,1,IAH,PHL,1325
CO,397,2011,6,4,IAH,LAS,1222
XE,2405,2011,5,21,IAH,LEX,828
CO,1603,2011,4,8,IAH,AUS,140
OO,5197,2011,11,5,IAH,TUS,936
WN,261,2011,11,10,HOU,ELP,677
WN,36,2011,8,16,HOU,DAL,239
WN,1154,2011,4,29,HOU,JAN,359
XE,2668,2011,3,28,IAH,CAE,878
WN,1861,2011,4,15,HOU,LIT,393
XE,2442,2011,7,26,IAH,LFT,201
XE,3060,2011,1,21,IAH,OKC,395
XE,2400,2011,1,12,IAH,PHX,1009
CO,1898,2011,7,4,IAH,LAX,1379
CO,1648,2011,10,18,IAH,FLL,965
XE,4318,2011,12,25,IAH,GSO,987
CO,1025,2011,10,1,IAH,LGA,1416
WN,20,2011,6,13,HOU,DAL,239
WN,932,2011,7,22,HOU,AUS,148
XE,2422,2011,9,6,IAH,GSP,837
CO,1027,2011,10,23,IAH,DTW,1075
CO,1097,2011,1,4,IAH,LAS,1222
CO,1697,2011,6,14,IAH,LAS,1222
WN,1580,2011,3,29,HOU,TUL,453
AA,1436,2011,1,19,IAH,DFW,224
CO,1798,2011,7,18,IAH,DFW,224
CO,52,2011,5,3,IAH,LAX,1379
CO,1715,2011,1,25,IAH,ABQ,744
WN,2619,2011,9,3,HOU,DAL,239
WN,105,2011,8,29,HOU,LIT,393
OO,5190,2011,12,28,IAH,MSP,1034
XE,2433,2011,8,7,IAH,LBB,458
XE,2035,2011,1,21,IAH,PIT,1117
XE,4385,2011,10,11,IAH,BHM,562
WN,425,2011,12,30,HOU,SAN,1313
XE,2295,2011,8,14,IAH,SAV,851
CO,686,2011,2,10,IAH,MCO,853
CO,1550,2011,12,15,IAH,BOS,1597
CO,670,2011,5,26,IAH,SFO,1635
CO,1631,2011,8,27,IAH,BOS,1597
WN,1673,2011,3,19,HOU,TUL,453
CO,1482,2011,7,13,IAH,MSY,305
XE,4151,2011,12,28,IAH,CID,845
CO,190,2011,2,21,IAH,MIA,964
CO,167,2011,6,21,IAH,SEA,1874
WN,757,2011,3,25,HOU,SAT,192
XE,2198,2011,5,13,IAH,CRW,975
OO,1191,2011,5,12,IAH,SLC,1195
CO,1573,2011,10,8,IAH,SJU,2007
OO,1160,2011,5,3,IAH,COS,809
CO,1653,2011,12,17,IAH,DTW,1075
CO,310,2011,1,31,IAH,EWR,1400
XE,4708,2011,10,24,IAH,PIT,1117
OO,5163,2011,12,26,IAH,BFL,1428
CO,1621,2011,9,9,IAH,SEA,1874
XE,2944,2011,3,13,IAH,MEM,469
XE,2944,2011,4,14,IAH,MEM,469
WN,201,2011,7,6,HOU,LAX,1390
FL,292,2011,3,7,HOU,ATL,696
OO,1128,2011,1,20,IAH,MCI,643
WN,1762,2011,7,4,HOU,HRL,276
XE,2453,2011,5,19,IAH,BRO,308
CO,1233,2011,9,5,IAH,AUS,140
XE,4208,2011,12,30,IAH,COS,809
CO,1741,2011,9,30,IAH,ABQ,744
CO,197,2011,1,1,IAH,LAS,1222
CO,1496,2011,11,19,IAH,RDU,1042
CO,1539,2011,8,31,IAH,PDX,1825
CO,1198,2011,11,22,IAH,SEA,1874
WN,41,2011,7,5,HOU,SAN,1313
CO,810,2011,2,14,IAH,EWR,1400
XE,4412,2011,10,7,IAH,LBB,458
XE,4704,2011,11,17,IAH,CHS,925
CO,606,2011,3,15,IAH,TPA,787
CO,544,2011,6,3,IAH,CLE,1091
CO,297,2011,1,17,IAH,LAS,1222
CO,1251,2011,12,29,IAH,MSY,305
CO,1432,2011,7,29,IAH,LGA,1416
CO,1430,2011,2,26,IAH,DFW,224
CO,770,2011,4,26,IAH,SFO,1635
WN,3492,2011,4,18,HOU,STL,687
CO,52,2011,1,11,IAH,LAX,1379
CO,1689,2011,10,9,IAH,SAN,1303
XE,2984,2011,1,7,IAH,DAL,217
CO,5,2011,11,20,IAH,MSY,305
CO,1259,2011,10,2,IAH,LAS,1222
XE,2103,2011,9,15,IAH,MCI,643
XE,3123,2011,3,22,IAH,MLU,262
CO,1687,2011,10,14,IAH,SAT,191
UA,855,2011,2,28,IAH,SFO,1635
XE,2105,2011,7,22,IAH,GRR,1042
XE,2334,2011,5,21,IAH,SAV,851
CO,1679,2011,1,31,IAH,SAT,191
CO,1289,2011,12,30,IAH,SNA,1346
XE,4712,2011,12,30,IAH,MSP,1034
WN,117,2011,5,26,HOU,OKC,419
WN,950,2011,8,28,HOU,SAN,1313
CO,1266,2011,10,6,IAH,TPA,787
XE,2631,2011,1,24,IAH,LFT,201
XE,4269,2011,10,14,IAH,CID,845
XE,2811,2011,6,23,IAH,MOB,427
FL,298,2011,11,14,HOU,ATL,696
OO,1178,2011,8,10,IAH,PIT,1117
WN,28,2011,1,26,HOU,DAL,239
CO,1506,2011,1,4,IAH,TPA,787
XE,4086,2011,12,27,IAH,ABQ,744
XE,2920,2011,9,2,IAH,XNA,438
AA,493,2011,3,16,IAH,DFW,224
XE,2712,2011,7,25,IAH,BTR,253
XE,2010,2011,4,29,IAH,SDF,788
XE,3036,2011,9,3,IAH,SDF,788
CO,1698,2011,11,15,IAH,MFE,316
XE,2301,2011,1,22,IAH,AEX,190
CO,482,2011,4,17,IAH,BOS,1597
CO,1733,2011,12,27,IAH,SAN,1303
WN,3264,2011,5,28,HOU,BWI,1246
XE,4193,2011,11,2,IAH,BTR,253
XE,2793,2011,3,2,IAH,MCI,643
XE,2920,2011,1,14,IAH,XNA,438
XE,2792,2011,8,3,IAH,TUL,429
CO,820,2011,5,22,IAH,PHX,1009
XE,2131,2011,8,4,IAH,CRP,201
WN,1271,2011,5,3,HOU,TPA,781
XE,2692,2011,3,20,IAH,LFT,201
XE,2496,2011,9,25,IAH,SDF,788
CO,770,2011,5,28,IAH,SFO,1635
CO,1097,2011,9,17,IAH,LAX,1379
XE,2719,2011,4,24,IAH,MAF,429
CO,1476,2011,7,2,IAH,PHL,1325
OO,1176,2011,3,30,IAH,ATL,689
WN,362,2011,10,5,HOU,MSY,302
CO,1776,2011,2,11,IAH,PHL,1324
CO,1400,2011,9,13,IAH,LGA,1416
CO,1459,2011,10,16,IAH,PHX,1009
XE,2025,2011,5,31,IAH,ABQ,744
XE,4220,2011,11,12,IAH,TYS,771
XE,2651,2011,4,8,IAH,MCI,643
XE,4232,2011,11,24,IAH,MEM,468
OO,5834,2011,9,5,IAH,DAL,216
XE,4443,2011,12,22,IAH,XNA,438
XE,2008,2011,5,31,IAH,JAX,817
XE,2581,2011,3,30,IAH,CRP,201
WN,243,2011,6,30,HOU,PHX,1020
WN,43,2011,7,20,HOU,CRP,187
XE,2996,2011,5,1,IAH,LIT,374
XE,2076,2011,6,17,IAH,ATL,689
FL,292,2011,7,20,HOU,ATL,696
XE,2479,2011,5,24,IAH,DSM,802
CO,1676,2011,6,8,IAH,PHL,1324
CO,1261,2011,12,6,IAH,AUS,140
CO,1600,2011,8,21,IAH,BWI,1235
US,587,2011,3,20,IAH,PHX,1009
XE,2945,2011,5,1,IAH,BHM,562
WN,997,2011,5,17,HOU,LAX,1390
XE,2612,2011,5,6,IAH,CVG,871
CO,1266,2011,10,30,IAH,TPA,787
XE,4671,2011,9,15,IAH,RIC,1157
WN,27,2011,1,18,HOU,MDW,937
WN,15,2011,3,24,HOU,CRP,187
XE,2399,2011,3,21,IAH,BTR,253
MQ,3786,2011,11,10,IAH,ORD,925
XE,2631,2011,1,28,IAH,LFT,201
CO,1414,2011,9,13,IAH,LGA,1416
CO,1649,2011,10,12,IAH,SNA,1346
CO,212,2011,5,6,IAH,SJU,2007
CO,1289,2011,12,19,IAH,SNA,1346
CO,1662,2011,2,5,IAH,RSW,861
FL,298,2011,4,13,HOU,ATL,696
WN,52,2011,12,28,HOU,DAL,239
WN,2012,2011,1,11,HOU,STL,687
DL,2095,2011,2,23,IAH,ATL,689
WN,1495,2011,8,8,HOU,MCO,849
OO,1111,2011,6,28,IAH,AUS,140
WN,1919,2011,4,13,HOU,BWI,1246
CO,1103,2011,12,26,IAH,PDX,1825
WN,907,2011,11,8,HOU,LAX,1390
XE,2128,2011,9,25,IAH,JAX,817
CO,1623,2011,10,21,IAH,OMA,781
CO,1830,2011,5,7,IAH,PBI,956
CO,1029,2011,11,1,IAH,DEN,862
WN,659,2011,5,3,HOU,MDW,937
CO,1089,2011,12,4,IAH,MCO,854
WN,33,2011,6,12,HOU,ECP,570
CO,1717,2011,11,20,IAH,SAN,1303
XE,2344,2011,5,27,IAH,CMH,986
CO,1448,2011,5,16,IAH,FLL,965
WN,195,2011,1,12,HOU,CRP,187
XE,4580,2011,11,17,IAH,VPS,528
OO,5197,2011,12,20,IAH,OMA,781
XE,2294,2011,7,29,IAH,BTR,253
CO,1183,2011,9,26,IAH,BOS,1597
CO,1697,2011,12,29,IAH,LAS,1222
XE,2954,2011,1,28,IAH,MOB,427
WN,2307,2011,10,14,HOU,JAN,359
XE,2375,2011,1,23,IAH,TUL,429
CO,62,2011,3,16,IAH,EWR,1400
XE,2840,2011,7,17,IAH,PNS,489
FL,298,2011,5,17,HOU,ATL,696
XE,2734,2011,8,9,IAH,XNA,438
OO,1193,2011,5,26,IAH,TUS,936
XE,2974,2011,1,30,IAH,MCI,643
OO,5202,2011,12,24,IAH,RDU,1042
CO,1546,2011,7,29,IAH,ORD,925
WN,2200,2011,11,2,HOU,AUS,148
WN,3915,2011,1,7,HOU,BNA,670
CO,500,2011,6,2,IAH,IND,845
CO,1679,2011,1,12,IAH,SAT,191
XE,2787,2011,9,2,IAH,OMA,781
OO,1139,2011,3,18,IAH,COS,809
CO,382,2011,4,4,IAH,BOS,1597
CO,1201,2011,9,4,IAH,LAS,1222
XE,2908,2011,2,18,IAH,AMA,519
CO,1156,2011,8,28,IAH,DEN,862
WN,37,2011,10,26,HOU,ECP,571
CO,1434,2011,8,28,IAH,SAN,1303
CO,1832,2011,7,22,IAH,AUS,140
CO,1407,2011,10,11,IAH,BOS,1597
CO,599,2011,1,11,IAH,DEN,862
CO,1480,2011,11,1,IAH,LAS,1222
WN,47,2011,8,15,HOU,BWI,1246
CO,1602,2011,7,22,IAH,SAT,191
CO,732,2011,2,21,IAH,LGA,1416
XE,2131,2011,2,7,IAH,CRP,201
WN,554,2011,10,4,HOU,PHX,1020
CO,1779,2011,1,5,IAH,SAT,191
CO,458,2011,6,15,IAH,DCA,1208
XE,4566,2011,12,17,IAH,TYS,771
F9,143,2011,1,29,HOU,DEN,883
WN,27,2011,6,21,HOU,HRL,276
CO,1159,2011,11,10,IAH,PIT,1117
WN,471,2011,11,7,HOU,TPA,781
WN,715,2011,8,10,HOU,OKC,419
XE,2920,2011,4,9,IAH,XNA,438
XE,2792,2011,7,4,IAH,TUL,429
CO,482,2011,2,21,IAH,BOS,1597
WN,2176,2011,11,20,HOU,DAL,239
CO,1523,2011,11,7,IAH,PBI,956
XE,2847,2011,3,12,IAH,TUS,936
XE,2025,2011,1,6,IAH,ABQ,744
XE,4649,2011,9,30,IAH,PHX,1009
CO,1533,2011,11,6,IAH,PIT,1117
WN,213,2011,6,23,HOU,MSY,303
CO,1547,2011,8,2,IAH,ORD,925
CO,1407,2011,6,21,IAH,SJC,1609
WN,1616,2011,10,10,HOU,HRL,277
XE,2759,2011,4,15,IAH,BHM,562
XE,4419,2011,10,24,IAH,PNS,489
WN,5,2011,12,14,HOU,ABQ,759
XE,4648,2011,12,1,IAH,GPT,376
WN,16,2011,7,14,HOU,DAL,239
CO,1709,2011,8,23,IAH,ONT,1334
CO,232,2011,4,15,IAH,LGA,1416
CO,1542,2011,11,6,IAH,PHX,1009
XE,2841,2011,2,17,IAH,DAY,929
XE,4342,2011,12,26,IAH,JAX,817
XE,4641,2011,12,11,IAH,AMA,517
XE,2144,2011,8,16,IAH,HOB,501
CO,1558,2011,2,4,IAH,DCA,1208
XE,2731,2011,5,26,IAH,SHV,192
CO,1418,2011,11,28,IAH,SAT,191
XE,2425,2011,4,20,IAH,BRO,308
CO,299,2011,4,7,IAH,DEN,862
XE,2283,2011,2,13,IAH,AUS,140
XE,2359,2011,3,11,IAH,ATL,689
CO,358,2011,3,16,IAH,DCA,1208
XE,2474,2011,3,18,IAH,BNA,657
CO,1546,2011,2,3,IAH,ORD,925
CO,1536,2011,8,28,IAH,MCO,854
CO,59,2011,3,26,IAH,DEN,862
CO,1087,2011,10,4,IAH,BOS,1597
XE,4202,2011,11,11,IAH,ATL,689
CO,682,2011,2,19,IAH,BOS,1597
CO,1605,2011,7,14,IAH,LAX,1379
XE,2176,2011,8,2,IAH,ABQ,744
CO,1232,2011,10,14,IAH,CLE,1091
OO,5837,2011,6,16,IAH,MAF,429
WN,2749,2011,9,24,HOU,LAS,1235
CO,599,2011,3,8,IAH,DEN,862
XE,3005,2011,7,10,IAH,CRP,201
WN,34,2011,12,9,HOU,DAL,239
WN,513,2011,12,7,HOU,OKC,419
DL,8,2011,11,13,IAH,ATL,689
EV,4932,2011,8,5,IAH,DTW,1075
WN,19,2011,11,21,HOU,ECP,571
WN,2215,2011,12,31,HOU,FLL,957
XE,3009,2011,8,23,IAH,BTR,253
CO,1617,2011,7,20,IAH,PHL,1325
CO,1656,2011,10,17,IAH,TPA,787
WN,1616,2011,10,25,HOU,HRL,277
CO,1846,2011,7,17,IAH,CLT,912
CO,1519,2011,9,2,IAH,DFW,224
CO,1698,2011,8,25,IAH,EWR,1400
CO,1401,2011,10,25,IAH,SLC,1195
DL,375,2011,4,27,IAH,ATL,689
XE,2882,2011,4,24,IAH,BNA,657
CO,1553,2011,11,13,IAH,PDX,1825
CO,1277,2011,12,2,IAH,SAN,1303
CO,1167,2011,12,5,IAH,BWI,1235
CO,1002,2011,9,29,IAH,ABQ,744
OO,2047,2011,9,4,IAH,ABQ,744
CO,1740,2011,12,15,IAH,SAT,191
CO,1407,2011,5,31,IAH,SJC,1609
WN,131,2011,5,20,HOU,DEN,883
FL,286,2011,7,18,HOU,ATL,696
XE,2268,2011,6,27,IAH,PBI,956
OO,5255,2011,10,17,IAH,COS,809
XE,2631,2011,1,12,IAH,LFT,201
XE,2128,2011,8,27,IAH,RIC,1157
XE,2629,2011,4,18,IAH,GSP,838
XE,4450,2011,10,31,IAH,MAF,429
XE,4331,2011,10,3,IAH,HSV,595
CO,6,2011,11,21,IAH,SAT,191
CO,1748,2011,7,18,IAH,FLL,965
XE,2425,2011,7,14,IAH,BRO,308
OO,1108,2011,5,16,IAH,TUS,936
XE,2804,2011,7,14,IAH,MEM,468
CO,799,2011,5,12,IAH,DEN,862
XE,2035,2011,4,12,IAH,PIT,1117
OO,5816,2011,8,2,IAH,DAL,216
CO,767,2011,6,30,IAH,SEA,1874
CO,1019,2011,8,13,IAH,DEN,862
FL,292,2011,6,5,HOU,ATL,696
XE,2748,2011,1,8,IAH,MOB,427
XE,4358,2011,12,19,IAH,MAF,429
XE,2593,2011,2,4,IAH,OMA,781
MQ,2870,2011,10,1,HOU,DFW,247
WN,335,2011,3,11,HOU,LAX,1390
XE,2731,2011,4,27,IAH,SHV,192
XE,2899,2011,6,17,IAH,MLU,262
XE,2029,2011,1,29,IAH,ATL,689
CO,1590,2011,2,26,IAH,MIA,964
XE,2082,2011,4,1,IAH,ABQ,744
XE,2216,2011,9,6,IAH,TYS,771
US,269,2011,5,20,IAH,PHX,1009
CO,1583,2011,4,13,IAH,AUS,140
MQ,3762,2011,8,14,IAH,LAX,1379
CO,532,2011,3,14,IAH,LGA,1416
CO,1706,2011,11,15,IAH,EWR,1400
MQ,3859,2011,1,26,IAH,ORD,925
CO,1459,2011,6,21,IAH,SNA,1347
XE,4553,2011,12,18,IAH,CVG,871
CO,1563,2011,11,28,IAH,SAN,1303
XE,2840,2011,7,21,IAH,PNS,489
CO,567,2011,3,23,IAH,SEA,1874
XE,2936,2011,7,7,IAH,AEX,190
XE,2395,2011,9,13,IAH,IND,844
OO,1102,2011,4,11,IAH,ABQ,744
AS,731,2011,8,18,IAH,SEA,1874
F9,229,2011,7,21,HOU,DEN,883
XE,4140,2011,12,20,IAH,BTR,253
CO,1648,2011,8,21,IAH,FLL,965
WN,32,2011,3,10,HOU,DAL,239
WN,1231,2011,12,11,HOU,SAT,192
XE,2176,2011,2,17,IAH,ABQ,744
WN,2610,2011,1,30,HOU,MSY,303
XE,2459,2011,8,20,IAH,JAX,817
XE,2736,2011,7,17,IAH,TYS,771
XE,3004,2011,6,6,IAH,MKE,984
OO,1171,2011,7,29,IAH,BFL,1428
CO,1286,2011,11,1,IAH,CMH,986
XE,2383,2011,2,19,IAH,SDF,788
CO,511,2011,5,1,IAH,MFE,316
XE,2736,2011,4,16,IAH,TYS,772
OO,1162,2011,7,1,IAH,DFW,224
CO,1650,2011,9,2,IAH,CLT,912
DL,8,2011,10,29,IAH,ATL,689
US,1696,2011,1,7,IAH,CLT,913
XE,2622,2011,2,5,IAH,CAE,878
XE,2069,2011,6,10,IAH,LRD,301
XE,4342,2011,12,11,IAH,LRD,301
CO,680,2011,6,9,IAH,RDU,1043
CO,582,2011,4,28,IAH,BOS,1597
WN,30,2011,12,5,HOU,DAL,239
XE,2873,2011,5,10,IAH,AMA,519
WN,4,2011,12,12,HOU,DAL,239
CO,1074,2011,12,8,IAH,CLE,1091
WN,56,2011,5,31,HOU,DAL,239
CO,1819,2011,3,11,IAH,DEN,862
WN,43,2011,11,14,HOU,LAS,1235
XE,2453,2011,4,9,IAH,BRO,308
WN,698,2011,9,20,HOU,MAF,441
CO,206,2011,2,15,IAH,TPA,787
CO,1663,2011,11,10,IAH,CLT,912
WN,628,2011,11,18,HOU,SAT,192
CO,1552,2011,11,18,IAH,DTW,1075
CO,212,2011,6,15,IAH,SJU,2007
CO,820,2011,1,20,IAH,PHX,1009
XE,2804,2011,3,25,IAH,MEM,469
CO,1284,2011,11,11,IAH,DEN,862
XE,2492,2011,4,24,IAH,RDU,1043
CO,1448,2011,1,20,IAH,FLL,965
XE,2474,2011,8,25,IAH,BNA,657
CO,814,2011,4,19,IAH,LAX,1379
WN,27,2011,8,19,HOU,CRP,187
XE,3120,2011,1,12,IAH,LIT,374
CO,1783,2011,8,1,IAH,BOS,1597
WN,2904,2011,7,1,HOU,STL,687
XE,4410,2011,10,3,IAH,BRO,308
XE,2497,2011,9,22,IAH,ICT,542
XE,2258,2011,9,7,IAH,VPS,528
CO,212,2011,4,6,IAH,SJU,2007
US,362,2011,1,28,IAH,PHX,1009
CO,1888,2011,4,2,IAH,EWR,1400
WN,187,2011,7,23,HOU,MCO,849
CO,1714,2011,2,20,IAH,SMF,1609
WN,806,2011,3,17,HOU,MDW,937
XE,2268,2011,9,29,IAH,PBI,956
OO,5809,2011,3,31,IAH,CLT,913
CO,410,2011,1,18,IAH,IAD,1190
XE,2841,2011,3,20,IAH,DAY,929
XE,2750,2011,7,21,IAH,HSV,595
XE,2815,2011,7,15,IAH,SDF,788
CO,1602,2011,4,24,IAH,MIA,964
WN,1283,2011,6,10,HOU,HRL,276
WN,667,2011,5,3,HOU,LAS,1235
XE,2824,2011,6,10,IAH,BHM,562
XE,2083,2011,1,6,IAH,MFE,316
CO,1492,2011,6,25,IAH,CMH,986
CO,1688,2011,6,12,IAH,DTW,1076
MQ,3724,2011,6,26,IAH,LAX,1379
CO,1480,2011,8,3,IAH,SEA,1874
CO,739,2011,6,12,IAH,SAN,1303
XE,4110,2011,12,15,IAH,AVL,834
CO,1614,2011,3,12,IAH,DEN,862
CO,1198,2011,12,18,IAH,SEA,1874
WN,794,2011,9,19,HOU,LAS,1235
CO,1176,2011,12,17,IAH,TPA,787
CO,1673,2011,12,25,IAH,LAS,1222
CO,1816,2011,8,3,IAH,LGA,1416
XE,4183,2011,11,19,IAH,TUL,429
XE,4414,2011,12,2,IAH,MAF,429
XE,4341,2011,11,30,IAH,LRD,301
CO,1741,2011,7,26,IAH,TPA,787
MQ,3719,2011,12,11,IAH,LAX,1379
OO,5203,2011,12,22,IAH,SLC,1195
CO,1558,2011,4,17,IAH,DCA,1208
CO,1675,2011,2,25,IAH,DFW,224
XE,2759,2011,7,31,IAH,BHM,562
CO,403,2011,5,10,IAH,SAN,1303
XE,2280,2011,8,24,IAH,PNS,489
CO,1649,2011,5,27,IAH,SJC,1609
XE,2525,2011,2,17,IAH,GPT,376
XE,4615,2011,10,7,IAH,HSV,595
CO,241,2011,1,9,IAH,AUS,140
XE,2581,2011,2,4,IAH,CRP,201
MQ,3265,2011,3,9,HOU,DFW,247
XE,2598,2011,3,15,IAH,MCI,643
XE,2041,2011,4,29,IAH,MKE,984
WN,149,2011,8,30,HOU,LAS,1235
US,528,2011,6,6,IAH,PHX,1009
XE,2811,2011,2,21,IAH,MOB,427
CO,546,2011,4,14,IAH,ORD,925
DL,8,2011,6,19,IAH,ATL,689
FL,292,2011,3,10,HOU,ATL,696
OO,5218,2011,11,14,IAH,MCI,643
XE,2485,2011,9,12,IAH,MEM,468
XE,2811,2011,8,10,IAH,MOB,427
CO,1087,2011,11,2,IAH,BOS,1597
CO,1751,2011,7,21,IAH,BOS,1597
OO,1153,2011,5,27,IAH,OMA,781
US,1702,2011,11,22,IAH,CLT,912
CO,1546,2011,4,10,IAH,ORD,925
WN,399,2011,9,15,HOU,LAX,1390
CO,241,2011,3,21,IAH,AUS,140
CO,595,2011,6,30,IAH,LAX,1379
CO,1750,2011,6,3,IAH,SFO,1635
WN,683,2011,11,17,HOU,MSY,302
CO,1511,2011,7,20,IAH,SNA,1346
UA,399,2011,12,8,IAH,DEN,862
XE,2736,2011,3,17,IAH,TYS,772
OO,1148,2011,3,13,IAH,STL,668
XE,4254,2011,12,1,IAH,GPT,376
XE,2461,2011,9,24,IAH,JAN,351
CO,1533,2011,4,3,IAH,AUS,140
XE,2318,2011,8,1,IAH,LFT,201
OO,5246,2011,11,14,IAH,MAF,429
MQ,3390,2011,5,25,HOU,DFW,247
XE,2453,2011,3,13,IAH,BRO,308
XE,2356,2011,8,16,IAH,BHM,562
CO,1476,2011,9,10,IAH,SAN,1303
CO,1011,2011,9,15,IAH,LAX,1379
CO,1699,2011,12,4,IAH,LGA,1416
CO,1195,2011,9,5,IAH,IND,844
OO,5168,2011,12,12,IAH,AUS,140
XE,2705,2011,6,25,IAH,GPT,376
XE,2792,2011,1,13,IAH,TUL,429
XE,2058,2011,2,15,IAH,CRP,201
WN,798,2011,2,14,HOU,HRL,276
CO,1233,2011,12,17,IAH,AUS,140
WN,512,2011,7,22,HOU,LAS,1235
CO,1190,2011,9,18,IAH,FLL,965
WN,3675,2011,4,22,HOU,DEN,883
XE,2060,2011,1,2,IAH,CVG,871
XE,2008,2011,2,21,IAH,JAX,817
EV,4927,2011,12,6,IAH,DTW,1075
CO,1546,2011,2,5,IAH,ORD,925
CO,1031,2011,10,29,IAH,DFW,224
XE,2198,2011,9,6,IAH,CRW,975
CO,520,2011,6,24,IAH,PHX,1009
WN,1628,2011,3,22,HOU,CRP,187
XE,2605,2011,1,16,IAH,DAL,217
CO,1476,2011,4,14,IAH,LAX,1379
WN,1707,2011,9,7,HOU,MSY,302
WN,495,2011,5,4,HOU,HRL,276
CO,1790,2011,5,5,IAH,MIA,964
WN,794,2011,7,12,HOU,LAX,1390
XE,3060,2011,5,23,IAH,OKC,395
CO,744,2011,1,12,IAH,CLE,1091
CO,1403,2011,10,27,IAH,ORD,925
WN,3793,2011,3,12,HOU,MSY,303
XE,3080,2011,8,27,IAH,ABQ,744
CO,403,2011,1,31,IAH,SAN,1303
WN,1147,2011,4,8,HOU,ELP,677
CO,795,2011,3,7,IAH,LAX,1379
XE,4565,2011,10,24,IAH,ICT,542
WN,23,2011,8,15,HOU,PHL,1336
WN,3297,2011,6,12,HOU,DEN,883
XE,2069,2011,6,23,IAH,LRD,301
OO,2040,2011,9,8,IAH,BFL,1428
XE,5906,2011,12,29,IAH,DEN,862
XE,2062,2011,3,30,IAH,LRD,301
OO,5190,2011,12,20,IAH,MSP,1034
WN,31,2011,7,11,HOU,CRP,187
XE,2496,2011,2,25,IAH,SDF,788
CO,1609,2011,11,27,IAH,SMF,1609
DL,54,2011,11,20,IAH,ATL,689
CO,1115,2011,12,16,IAH,SEA,1874
US,86,2011,9,13,IAH,PHX,1009
XE,3105,2011,1,4,IAH,LIT,374
WN,2,2011,6,29,HOU,DAL,239
WN,322,2011,1,3,HOU,MCO,848
AA,1700,2011,1,4,IAH,MIA,964
XE,2715,2011,1,29,IAH,CAE,878
CO,1585,2011,9,7,IAH,ORD,925
XE,2804,2011,2,9,IAH,MEM,469
CO,244,2011,5,2,IAH,CLE,1091
XE,2773,2011,5,28,IAH,JAN,351
XE,2435,2011,8,12,IAH,JAX,817
UA,508,2011,8,14,IAH,ORD,925
OO,5816,2011,7,20,IAH,DAL,216
XE,2132,2011,7,19,IAH,LIT,374
MQ,3724,2011,4,19,IAH,LAX,1379
WN,1778,2011,4,4,HOU,FLL,957
XE,2400,2011,4,28,IAH,MCO,853
WN,3973,2011,3,19,HOU,ABQ,759
XE,2724,2011,7,19,IAH,STL,667
CO,1541,2011,10,31,IAH,DCA,1208
CO,1714,2011,4,3,IAH,SMF,1609
CO,89,2011,2,7,IAH,EWR,1400
XE,2425,2011,7,2,IAH,BRO,308
CO,1498,2011,9,16,IAH,LGA,1416
CO,209,2011,5,26,IAH,PDX,1825
CO,1427,2011,2,16,IAH,CLT,913
XE,2522,2011,2,6,IAH,MTJ,926
US,1776,2011,9,30,IAH,PHL,1325
XE,2048,2011,3,20,IAH,OKC,395
XE,4507,2011,12,2,IAH,MKE,984
CO,1033,2011,9,27,IAH,SFO,1635
XE,4344,2011,12,26,IAH,LBB,458
XE,2042,2011,6,2,IAH,BHM,562
XE,2024,2011,4,12,IAH,CVG,871
XE,2618,2011,6,11,IAH,SDF,788
XE,2936,2011,7,5,IAH,AEX,190
